          32   6.59672649200678       0.700204553531375     
          37   5.30992685074687       0.524088809961563     
          42   5.00116474210799       0.411419960141817     
          47   3.84383449923188       0.333764656594248     
          52   3.03978317758188       0.278676426474708     
          57   3.05237967727676       0.236702022008755     
          62   2.69843121801257       0.205299632462966     
          67   2.54124900728807       0.180507162325319     
          72   2.37549419741914       0.160783798560782     
          77   1.85493558328971       0.144739275147618     
          82   2.00828827362448       0.132126522724245     
          87   1.92200254164651       0.121014874721349     
          92   1.80618988681346       0.111958413996897     
          97   1.64452556254268       0.103998274014661     
         104   1.70453280048326       6.884969384325325E-002
         113   1.57419699732333       6.169850119166548E-002
         122   1.41879620922267       5.599732617902915E-002
         131   1.30597533736184       5.114166501823950E-002
         140   1.34747531358778       4.695233850068745E-002
         149   1.19647507355690       4.310982136517985E-002
         158   1.19603665435389       3.970460920549212E-002
         167   1.08526215524174       3.663466268298942E-002
         176   1.03416005930565       3.369301961674712E-002
         185  0.982306048228294       3.090229084900115E-002
         194  0.921938980762288       2.828165306134836E-002
         203  0.826794018451348       2.581831433203839E-002
         212  0.784263537939489       2.344755316627855E-002
         221  0.744733665319979       2.119612015181396E-002
         230  0.672846895425022       1.907970100985683E-002
         239  0.633100590980649       1.711259838383203E-002
         248  0.552878831342496       1.525742578151077E-002
         257  0.495674991917238       1.350933017665056E-002
         266  0.450455007186718       1.193891595356796E-002
         275  0.422472075362653       1.047517568788991E-002
         284  0.353100810975246       9.163374348491281E-003
         293  0.319277741016485       7.960274599674955E-003
         302  0.270114281318877       6.889158463755133E-003
         311  0.236410342636481       5.933282165402448E-003
         320  0.208646690865662       5.091133978929060E-003
         329  0.183842485902328       4.364329614458116E-003
         338  0.155988374983482       3.731756663726271E-003
         347  0.130032034233380       3.200243552644378E-003
         356  0.116637789712893       2.749315444560721E-003
         365  0.102744600912230       2.380214479835750E-003
         374  9.136724335890263E-002  2.083074592862722E-003
         383  8.087250776250847E-002  1.843189656505327E-003
         392  7.291950772244483E-002  1.663997423693647E-003
         401  6.754929979368579E-002  1.524901853752806E-003
         410  6.486239532430656E-002  1.424560394811075E-003
         419  6.176159243127797E-002  1.357097316848577E-003
         428  6.054351573659573E-002  1.311421524737529E-003
         437  5.810598180436063E-002  1.281090951873696E-003
         446  5.852301002062857E-002  1.262455770644483E-003
         455  6.196177403318696E-002  1.253725746300957E-003
         464  6.478199852352962E-002  1.247516020487783E-003
         473  6.106381003965624E-002  1.238441665263606E-003
         482  6.274627961513586E-002  1.227216422972367E-003
         491  6.293692997332197E-002  1.214230581065714E-003
         500  6.139518074579071E-002  1.198617213455656E-003
         509  6.244750044031534E-002  1.172637324017723E-003
         518  5.976686733277981E-002  1.140409395560118E-003
         527  5.829811698657926E-002  1.107122404663346E-003
         536  5.509007331081666E-002  1.064810995634366E-003
         545  5.320075174481143E-002  1.015888818415648E-003
         554  5.239678499841597E-002  9.687767972224095E-004
         563  5.036327782259788E-002  9.143359887624916E-004
         572  4.627134153849445E-002  8.614590033254833E-004
         581  4.477213027104270E-002  8.067266580088923E-004
         590  4.276312363596167E-002  7.540169348651101E-004
         599  3.856794609477743E-002  7.026608198393857E-004
         608  3.595483642266598E-002  6.540341236989598E-004
         617  3.520076249188744E-002  6.084503047681242E-004
         626  3.127082904515090E-002  5.671402812234663E-004
         635  3.014683871105779E-002  5.298797745209968E-004
         644  2.809881730207242E-002  4.978439316614948E-004
         653  2.720252092689974E-002  4.717686535550061E-004
         662  2.648005313495174E-002  4.491131445378147E-004
         671  2.528837826841744E-002  4.315066797773028E-004
         680  2.389420373364119E-002  4.182956316101453E-004
         689  2.408714044754859E-002  4.085633883986173E-004
         698  2.430125230674865E-002  4.024958433289905E-004
         707  2.374099077017745E-002  3.987859270315914E-004
         716  2.336700245226733E-002  3.970970878201757E-004
         725  2.382866215196671E-002  3.975536128815478E-004
         734  2.389000866303453E-002  3.979145734807212E-004
         743  2.479478587298188E-002  3.994158731546070E-004
         752  2.506103313420434E-002  4.002377064439060E-004
         761  2.540676278431667E-002  4.004123597220063E-004
         770  2.485289371940074E-002  3.994987988728652E-004
         779  2.431804872641340E-002  3.971359863294098E-004
         788  2.509595618088963E-002  3.924020067545473E-004
